sample1	sample2	N_informative_sites	discordance	log_p	N_fit_iteration	N_generation	N_state_transition	seq_shared_best_traj	fract_sites_IBD
sid10	sid77	97	0.8041	-2.60660e+02	5	2.905	1	0.02189	0.07989
sid10	sid78	92	0.7174	-2.48393e+02	5	3.068	0	0.00000	0.04216
sid10	sid79	98	0.8265	-2.47850e+02	4	0.825	0	0.00000	0.00002
sid10	sid80	96	0.8229	-2.54135e+02	5	2.334	0	0.00000	0.00504
sid10	sid81	88	0.8409	-2.31972e+02	5	3.216	0	0.00000	0.01443
sid10	sid82	88	0.8409	-2.31972e+02	5	3.216	0	0.00000	0.01443
sid10	sid83	94	0.7234	-2.53537e+02	5	1.515	0	0.00000	0.02358
sid10	sid84	88	0.8409	-2.31972e+02	5	3.216	0	0.00000	0.01443
sid10	sid85	95	0.8632	-2.40147e+02	5	0.033	0	0.00000	0.00000
sid10	sid86	123	0.9756	-2.53430e+02	5	0.002	0	0.00000	0.00000
sid10	sid87	102	0.7549	-2.71351e+02	5	2.698	0	0.00000	0.00628
sid10	sid88	60	0.0000	-1.31872e+02	5	0.001	0	1.00000	1.00000
sid10	sid89	127	0.9685	-2.61148e+02	5	0.002	0	0.00000	0.00000
sid10	sid90	124	0.9355	-2.67582e+02	5	0.239	0	0.00000	0.00002
sid10	sid91	121	0.9339	-2.58794e+02	5	0.374	0	0.00000	0.00005
sid10	sid92	125	0.9360	-2.67877e+02	5	0.228	0	0.00000	0.00002
sid10	sid93	94	0.6809	-2.69194e+02	5	5.933	4	0.06869	0.15824
sid10	sid94	122	0.9672	-2.55593e+02	5	0.007	0	0.00000	0.00000
sid10	sid95	138	0.8333	-3.20119e+02	5	6.109	0	0.00000	0.01641
sid10	sid96	126	0.9365	-2.70274e+02	5	0.228	0	0.00000	0.00002
sid10	sid97	102	0.8627	-2.58398e+02	5	0.186	0	0.00000	0.00736
sid10	sid98	89	0.6966	-2.54330e+02	5	4.485	5	0.09854	0.17360
sid10	sid99	104	0.7596	-2.74381e+02	5	2.530	0	0.00000	0.00246
sid10	sid100	102	0.8137	-2.46943e+02	5	1.647	0	0.00000	0.00025
sid10	sid101	95	0.8000	-2.50462e+02	5	3.334	2	0.04869	0.12386
sid10	sid102	119	0.9328	-2.55518e+02	5	0.281	0	0.00000	0.00003
sid10	sid103	122	0.9098	-2.63862e+02	5	0.009	0	0.00000	0.00000
sid10	sid104	105	0.8667	-2.61008e+02	5	1.156	0	0.00000	0.00032
sid10	sid105	114	0.9035	-2.59864e+02	5	0.102	0	0.00000	0.00000
sid10	sid106	94	0.8723	-2.46090e+02	5	0.651	0	0.00000	0.00004
sid10	sid107	93	0.8817	-2.44096e+02	5	0.638	0	0.00000	0.00004
sid10	sid108	93	0.8817	-2.44150e+02	5	0.639	0	0.00000	0.00004
sid10	sid109	86	0.8488	-2.26596e+02	5	2.826	0	0.00000	0.00981
sid10	sid110	103	0.8155	-2.60526e+02	5	1.349	0	0.00000	0.00008
sid10	sid111	117	0.8034	-2.87840e+02	5	0.456	0	0.00000	0.00002
sid10	sid112	110	0.8909	-2.56786e+02	5	0.168	0	0.00000	0.00001
sid10	sid113	116	0.8879	-2.60681e+02	5	0.022	0	0.00000	0.00001
sid10	sid114	106	0.8396	-2.68965e+02	5	0.209	0	0.00000	0.00698
sid10	sid115	94	0.9255	-2.29625e+02	5	1.135	0	0.00000	0.00160
sid10	sid116	97	0.8351	-2.46236e+02	5	0.346	0	0.00000	0.00000
sid10	sid117	103	0.8447	-2.49549e+02	5	2.182	0	0.00000	0.00196
sid10	sid118	127	0.9370	-2.70273e+02	5	0.002	0	0.00000	0.00000
